Artist,Title,Year,Album,Validated
Helloween,Nabataea,2013,Straight Out of Hell,True
Helloween,Occasion Avenue,2005,Keeper of the Seven Keys: The Legacy,True
Helloween,Perfect Gentleman,1994,Master of the Rings,True
Helloween,Power,1996,The Time of the Oath,True
Helloween,Ride the Sky,1985,Walls of Jericho,True
Helloween,Skyfall,2021,Helloween,True
Helloween,Steel Tormentor,1996,The Time of the Oath,True
Helloween,The Dark Ride,2000,The Dark Ride,True
Helloween,The King For a 1000 Years,2005,Keeper of the Seven Keys: The Legacy,True
Helloween,The Smile Of The Sun,2010,7 Sinners,True
Helloween,This Is Tokyo,2025,Giants & Monsters,True
Helloween,Universe (Gravity For Hearts),2025,Giants & Monsters,True
Helloween,Where The Sinners Go,2010,7 Sinners,True
Helloween,Who is Mr. Madman?,2010,7 Sinners,True
Iron Savior,Atlantis Falling,1997,Iron Savior,True
Iron Savior,Battering Ram,2004,Battering Ram,True
Iron Savior,Heavy Metal Never Dies,2011,The Landing,True
Iron Savior,Kill or Get Killed,2019,Kill or Get Killed,True
Iron Savior,Titans of Our Time,2002,Condition Red,True
Kamelot,Center of the Universe,2003,Epica,True
Kamelot,Forever,2001,Karma,True
Kamelot,Karma,2001,Karma,True
Kamelot,March of Mephisto,2005,The Black Halo,True
Kamelot,Sacrimony (Angel of Afterlife),2012,Silverthorn,True
Kamelot,The Haunting (Somewhere in Time),2005,The Black Halo,True
Kamelot,When the Lights Are Down,2005,The Black Halo,True
Lost Horizon,Highlander (The One),2001,A Flame to the Ground Beneath,True
Masterplan,Spirit Never Die,2003,Masterplan,True
Nocturnal Rites,Fools Never Die,2004,Grand Illusion,True
NorthTale,Higher,2019,Welcome to Paradise,True
Orden Ogan,Gunman,2017,Gunmen,True
Orden Ogan,In the Dawn of the AI,2020,Final Days,True
Orden Ogan,The Things We Believe In,2012,To the End,True
Pathfinder,The Lord of Wolves,2010,"Beyond the Space, Beyond the Time",True
Power Quest,Better Days,2017,Blood Alliance,True
Power Quest,Temple of Fire,2002,Neverworld,True
Powerwolf,Armata Strigoi,2015,Blessed & Possessed,True
Powerwolf,Army of the Night,2015,Blessed & Possessed,True
Powerwolf,Beast of Gevaudan,2021,Call of the Wild,True
Powerwolf,Blessed & Possessed,2015,Blessed & Possessed,True
Powerwolf,Demons Are a Girl's Best Friend,2018,The Sacrament of Sin,True
Powerwolf,Fire & Forgive,2018,The Sacrament of Sin,True
Powerwolf,Incense & Iron,2018,The Sacrament of Sin,True
Powerwolf,Sanctified with Dynamite,2009,Blood of the Saints,True
Powerwolf,We Drink Your Blood,2011,Blood of the Saints,True
Primal Fear,Angel in Black,2001,Nuclear Fire,True
Primal Fear,Chainbreaker,1998,Primal Fear,True
Primal Fear,Fighting the Darkness,2007,New Religion,True
Primal Fear,Metal Is Forever,2004,Devil's Ground,True
Primal Fear,Tears of Fire,2025,Domination,True
Primal Fear,The End Is Near,2016,Rulebreaker,True
Primal Fear,The Hunter,2025,Domination,True
Rhapsody,Dawn of Victory,2000,Dawn of Victory,True
Rhapsody,Emerald Sword,1998,Symphony of Enchanted Lands,True
Rhapsody,Holy Thunderforce,2000,Dawn of Victory,True
Rhapsody,Power of the Dragonflame,2002,Power of the Dragonflame,True
Rhapsody,The Magic of the Wizard's Dream,2004,Symphony of Enchanted Lands II (The Dark Secret),True
Rhapsody,Triumph for My Magic Steel,2000,Dawn of Victory,True
Rhapsody,Unholy Warcry,2004,Symphony of Enchanted Lands II (The Dark Secret),True
Rhapsody,Wisdom of the Kings,1998,Symphony of Enchanted Lands,True
Rhapsody of Fire,Fuego Valyrio,2025,Fuego Valyrio,True
Rhapsody of Fire,Into the Legend,2016,Into the Legend,True
Rhapsody of Fire,Reign of Terror,2016,The Frozen Tears of Angels,True
Rhapsody of Fire,Sea of Fate,2010,The Frozen Tears of Angels,True
Sabaton,82nd All the Way,2019,The Great War,True
Sabaton,Attero Dominatus,2006,Attero Dominatus,True
Sabaton,Bismarck,2019,Bismarck,True
Sabaton,Carolus Rex,2012,Carolus Rex,True
Sabaton,Crossing the Rubicon (feat. NOTHING MORE),2025,Crossing the Rubicon (feat. NOTHING MORE),True
Sabaton,Fields of Verdun,2019,The Great War,True
Sabaton,Ghost Division,2008,The Art of War,True
Sabaton,Hordes of Khan,2025,Hordes of Khan,True
Sabaton,Night Witches,2014,Heroes,True
Sabaton,Primo Victoria,2005,Primo Victoria,True
Sabaton,Shiroyama,2016,The Last Stand,True
Sabaton,Swedish Pagans,2010,The Art of War,True
Sabaton,The Duelist,2025,The Duelist,True
Sabaton,The Last Stand,2016,The Last Stand,True
Sabaton,The Red Baron,2019,The Great War,True
Sabaton,To Hell and Back,2014,Heroes,True
Seven Kingdoms,After the Fall,2012,The Fire Is Mine,True
Sonata Arctica,Cloud Factory,2012,Pariah's Child,True
Sonata Arctica,Don't Say a Word,2004,Reckoning Night,True
Sonata Arctica,Flag in the Ground,2009,The Days of Grays,True
Sonata Arctica,FullMoon,1999,Ecliptica,True
Sonata Arctica,I Have a Right,2012,Stones Grow Her Name,True
Sonata Arctica,In the Dark,2009,The Days of Grays,True
Sonata Arctica,Larger Than Life,2014,Pariah's Child,True
Sonata Arctica,Last Drop Falls,2001,Silence,True
Sonata Arctica,Letter to Dana,1999,Ecliptica,True
Sonata Arctica,Love,2014,Pariah's Child,True
Sonata Arctica,My Land,1999,Ecliptica,True
Sonata Arctica,Paid in Full,2007,Unia,True
Sonata Arctica,Replica,1999,Ecliptica,True
Sonata Arctica,San Sebastian,2001,Silence,True
Sonata Arctica,Shamandalie,2004,Reckoning Night,True
Sonata Arctica,Tallulah,2001,Silence,True
Sonata Arctica,The Last Amazing Grays,2009,The Days of Grays,True
Sonata Arctica,The Power Of One,2001,Silence,True
Sonata Arctica,The Wolves Die Young,2014,Pariah's Child,True
Sonata Arctica,Victoria's Secret,2003,Winterheart's Guild,True
Sonata Arctica,Wolf & Raven,2001,Silence,True
Stratovarius,Black Diamond,1997,Visions,True
Stratovarius,Coming Home,1997,Visions,True
Stratovarius,Darkest Hours,2011,Elysium,True
Stratovarius,Eagleheart,2003,"Elements, Pt. 1 & 2",True
Stratovarius,Elysium,2011,Elysium,True
Stratovarius,Forever,1997,Episode,True
Stratovarius,Hunting High and Low,2000,Infinite,True
Stratovarius,Paradise,1997,Visions,True
Stratovarius,Phoenix,1999,Infinite,True
Stratovarius,Shine in the Dark,2015,Eternal,True
Stratovarius,Somehow precious,2009,Polaris,True
Stratovarius,Speed of Light,1996,Episode,True
Stratovarius,The Kiss of Judas,1997,Visions,True
Stratovarius,Unbreakable,2013,Nemesis,True
Stratovarius,When mountains fall,2009,Polaris,True
Stratovarius,Winter Skies,2009,Polaris,True
Theocracy,I Am,2011,As the World Bleeds,True
Thunderstone,Tool of the Devil,2005,Tools of Destruction,True
Twilight Force,Flight of the Sapphire Dragon,2014,Heroes of Mighty Magic,True
Twilight Force,Heroes of Mighty Magic,2016,Heroes of Mighty Magic,True
Twilight Force,Night of Winterlight,2023,Dawn of the Dragonstar,True
Twilight Force,The Power of the Ancient Force,2014,Tales of Ancient Prophecies,True
Unleash the Archers,Apex,2017,Apex,True
Unleash the Archers,Awakening,2017,Apex,True
Unleash the Archers,The Matriarch,2020,Apex,True
Unleash the Archers,Tonight We Ride,2015,Time Stands Still,True
Victorius,Super Sonic Samurai,2018,Space Ninjas from Hell,True
Warkings,Gladiator,2018,Reborn,True
Warkings,Hangman's Night (feat. Dominum),2025,Armageddon,True
Warkings,Kings of Ragnarök,2025,Armageddon,True
Warkings,To Lindisfarne...,2025,Armageddon,True
Fairyland,Downfall,2025,The Story Remains,True
