Artist,Title,Year,Album,Validated
Dark Tranquillity,Lost to Apathy,2005,Character,True
Dark Tranquillity,Misery's Crown,2007,Fiction,True
Dark Tranquillity,Monochromatic Stains,2002,Damage Done,True
Dark Tranquillity,Phantom Days,2020,Moment,True
Dark Tranquillity,Terminus (Where Death Is Most Alive),2007,Fiction,True
Ensiferum,In My Sword I Trust,2012,Unsung Heroes,True
Equilibrium,Blut im Auge,2008,Sagas,True
Equilibrium,Born to Be Epic,2016,Armageddon,True
Eternal Tears of Sorrow,Swan Saivo,2013,Saivon Lapsi,True
Eternal Tears of Sorrow,The Last One for Life,2009,A Virgin and a Whore,True
Eternal Tears of Sorrow,The River Flows Frozen,1998,A Virgin and a Whore,True
Frozen Shield,Canvas of Snow,2021,Ínia,True
Frozen Shield,Land Under Storm,2021,Ínia,True
Frozen Shield,One Last Page,2021,Ínia,True
Frozen Shield,The Greatest Journey,2021,Ínia,True
Frozen Shield,Voice of the Tide,2021,Ínia,True
In Flames,Cloud Connected,2002,Reroute to Remain,True
In Flames,Moonshield,1996,The Jester Race,True
In Flames,Only for the Weak,2000,Clayman,True
In Flames,Pinball Map,2000,Clayman,True
Insomnium,Down With the Sun,2009,Across the Dark,True
Insomnium,Ephemeral,2013,Shadows of the Dying Sun,True
Insomnium,Godforsaken,2023,Anno 1696,True
Insomnium,Heart Like a Grave,2019,Heart Like a Grave,True
Insomnium,Pale Morning Star,2019,Heart Like a Grave,True
Insomnium,Through the Shadows,2011,One for Sorrow,True
Insomnium,Valediction,2019,Heart Like a Grave,True
Insomnium,While We Sleep,2014,Shadows of the Dying Sun,True
Kalmah,Heroes to Us,2003,Swampsong,True
Kalmah,Moon of My Nights,2023,Swampsong,True
Kalmah,Seventh Swamphony,2013,Seventh Swamphony,True
Kalmah,Swamphell,2003,They Will Return,True
Kalmah,Take Me Away,2002,Palo,True
Kalmah,The Groan of Wind,2006,The Black Waltz,True
Mors Principium Est,I Will Return,2012,...And Death Said Live,True
Mors Principium Est,Life in Black,2003,Inhumanity,True
Mors Principium Est,Reclaim the Sun,2017,Embers of a Dying World,True
Mors Principium Est,The Unborn,2005,The Unborn,True
Norther,Death Unlimited,2004,Death Unlimited,True
Norther,Frozen Angel,2006,N,True
Norther,Mirror of Madness,2003,Mirror of Madness,True
Omnium Gatherum,Be the Sky,2021,The Burning Cold,True
Omnium Gatherum,Deep Cold,2008,New World Shadows,True
Omnium Gatherum,New Dynamic,2013,Beyond,True
Omnium Gatherum,Skyline,2018,Grey Heavens,True
Omnium Gatherum,The Unknowing,2013,Beyond,True
Scar Symmetry,Ghost Prototype I - Measurement of Thought,2008,Holographic Universe,True
Scar Symmetry,Holographic Universe,2008,Holographic Universe,True
Scar Symmetry,Morphogenesis,2008,Holographic Universe,True
Scar Symmetry,The Illusionist,2006,Pitch Black Progress,True
Soilwork,Arrival,2019,Verkligheten,True
Soilwork,Nerve,2005,Stabbing the Drama,True
Soilwork,Stabbing the Drama,2005,Stabbing the Drama,True
Soilwork,Stålfågel,2019,Verkligheten,True
Wintersun,Awaken from the Dark Slumber (Spring),2017,The Forest Seasons,True
Wintersun,Battle Against Time,2004,Wintersun,True
Wintersun,Beyond the Dark Sun,2004,Wintersun,True
Wintersun,Fields of Snow,2024,Time II,True
Wintersun,Ominous Clouds,2024,Time II,True
Wintersun,One With The Shadows,2024,Time II,True
Wintersun,Silver Leaves,2024,Time II,True
Wintersun,Sons of Winter and Stars,2012,Time I,True
Wintersun,Starchild,2004,Wintersun,True
Wintersun,Storm,2024,Time II,True
Wintersun,The Way of the Fire,2024,Time II,True
Wintersun,Time,2012,Time I,True
Wolfheart,The Flood,2013,Tyhjyys,True
Wolfheart,The Hammer,2022,Wolves of Karelia,True
Wolfheart,The Hunt,2018,Winterborn,True
Aephanemer,La Règle du Jeu,2025,La Règle du Jeu,True
Aephanemer,Le Cimetière Marin,2025,Le Cimetière Marin,True
Amorphis,Bones,2025,Borderland,True
Amorphis,Dancing Shadow,2025,Borderland,True
Amorphis,Light And Shadow,2025,Borderland,True
Arch Enemy,Break the Spell,2025,Break the Spell,True
Mors Principium Est,All Life is Evil,2025,Darkness Invisible,True
Mors Principium Est,Monuments,2025,Darkness Invisible,True
Mors Principium Est,Summoning the Dark,2025,Darkness Invisible,True
Norther,Schwarzer Hund,2025,Schwarzer Hund,False
Norther,Vorwärts Leben,2025,Vorwärts Leben,True
Omnium Gatherum,My Pain,2025,My Pain,True
Omnium Gatherum,The Last Hero,2025,The Last Hero,True
Omnium Gatherum,Walking Ghost Phase,2025,Walking Ghost Phase,True
Wolfheart,Carnivore,2025,Carnivore,True
