Artist,Title,Year,Album,Validated
Ërendil,A tale of Fallen Kings,2022,Ërendil,True
ANGUS McSIX,Laser-shooting Dinosaur,2023,And The Sword Of Power,True
Eons Enthroned,To Sheathe the Blade ~A Second Turning~,2026,To Sheathe the Blade ~A Second Turning~,True
Eons Enthroned,Visions of War,2025,At the End of Hope,True
Eons Enthroned,To Sheathe the Blade ~A Second Turning~ (feat. Anti),2026,To Sheathe the Blade ~A Second Turning~ (feat. Anti),True
ANGUS McSIX,I Am Adam McSix,2025,I Am Adam McSix,True
Power Paladin,Sword Vigor,2026,Beyond The Reach Of Enchantment,True
Grimgotts,Sing for the Bard,2025,Sing for the Bard,True
Holy Dragons,The Last Clockmaster,2026,"Guardians of Time, Part I",True
Lost Dawning,Little Eye,2026,Little Eye,True
ANGUS McSIX,6666,2026,Angus McSix and the All-Seeing Astral Eye,True
ANGUS McSIX,Techno Men,2026,Angus McSix and the All-Seeing Astral Eye,True
Elvenking,The Past is Forever,2026,The Past is Forever,True
Power Paladin,Aegis Of Eternity,2026,Beyond The Reach Of Enchantment,True
Lost Dawning,Cry Of The Dragonborn,2026,Cry Of The Dragonborn,True
Twilight Force,Magic of a New Dawn,2026,Magic of a New Dawn,True
Power Paladin,Glade Lords Of Athel Loren,2026,Glade Lords Of Athel Loren,True
ANGUS McSIX,Dig Down,2026,Dig Down,True
Evertale,DtMF,2026,DtMF,True
