Artist,Title,Year,Album,Validated
Slartibartfass,St.Cuthbert,2009,Nebelheim,True
Slartibartfass,Der Letzte Winter,2009,Funkenfeuer,True
SuidAkrA,Stone of the Seven Suns,2011,Book of Dowth,True
SuidAkrA,March of Conquest,2013,Eternal Defiance,True
Tanzwut,Gib' mir noch ein Glas,2019,Seemannsgarn,True
Taranus,Herr Mannelig,2016,Ánima,True
Time of Tales,Don't Forget,2016,Tales of Time,True
Time of Tales,Ostatnie Słowa,2016,Tales of Time,True
Triddana,Galloping Shadows,2017,Twelve Acoustic Pieces,True
Triddana,Dare to Tame Me,2018,Rising from Within,True
Tuatha de Danann,Believe it's true!,2004,Trova Di Danú,True
Tuatha de Danann,Bella Natura,2004,Trova Di Danú,True
Waylander,King of the Faires,1998,Reawakening Pride Once Lost,True
Waylander,As the Sun Stands Still,2019,Ériú's Wheel,True
Battlesoul,No Legacy,2026,The Wheel,True
Krampus,System,2025,System,True
Krampus,Toast,2025,Toast,True
Krampus,Instant Emotion,2025,Instant Emotion,True
Krampus,Canadios,2025,Canadios,True
Krampus,Slaybell of damnation,2025,Slaybell of damnation,True
Leaves' Eyes,Song Of Darkness,2025,Song Of Darkness,True
Krampus,Grýla (feat. Hoofstomp Harald),2025,Grýla (feat. Hoofstomp Harald),True
Lyriel,"The Skye Boat Song (From ""Outlander"") (Case Conflict 1)",Unknown,,True
