Artist,Title,Year,Album,Validated
Korpiklaani,Happy Little Boozer,2006,Tales Along This Road,True
Korpiklaani,Leväluhta,2018,Jylhä,True
Korpiklaani,Mylly,2021,Jylhä,True
Korpiklaani,Rauta,2012,Manala,True
Korpiklaani,Tequila,2018,Ukon Wacka,True
Korpiklaani,Vodka,2009,Karkelo,True
Korpiklaani,Wooden Pints,2003,Spirit of the Forest,True
Metsatöll,Küü,2010,Ulg,True
Metsatöll,Lööme Mesti,2014,Karjajuht,True
Metsatöll,Vaid Vaprust,2004,Äio,True
Moonsorrow,Jumalten Aika,2016,Jumalten Aika,True
Moonsorrow,Kivenkantaja,2003,Kivenkantaja,True
Moonsorrow,Sankarihauta,2001,Voimasta ja Kunniasta,True
Moonsorrow,Ukkosenjumalan Poika,2001,Suden uni,True
Månegarm,En Blodvittneskrans,2025,En blodvittneskrans,True
Månegarm,Havets Vargar,2000,Havets Vargar,True
Månegarm,Hemfärd,2003,Vredens tid,True
Månegarm,Hervors arv,2019,Fornaldarsagor,True
Månegarm,I evig tid,2015,Dödsfärd,True
Månegarm,I skogsfruns famn (feat. Lea Grawsiö Lindström),2025,Edsvuren,True
Månegarm,Rodhins hav (feat. Ellinor Videfors),2025,Rodhins hav,True
Månegarm,Sigrblot,2005,Vredens Tid,True
Northland,Bloodred Sunrise,2015,Downfall and Rebirth,True
Northland,Where the Heroes Die,2010,Northland,True
Otyg,Bergtagen,1999,Bergtagen,True
Saltatio Mortis,Angels,2025,Angels,True
Saltatio Mortis,Equinox,2025,WELTENWANDERER - Von Träumen & Krawall,True
Saltatio Mortis,Livin' on a Prayer,2025,Livin' on a Prayer,True
Saltatio Mortis,Prometheus,2013,Zirkus Zeitgeist,True
Skiltron,Bagpipes of War,2010,The Highland Way,True
Skyclad,Anotherdrinkingsong,1996,A Semblance of Normality,True
Skyclad,Penny Dreadful,1996,Oui Avant-Garde á Chance,True
Skyclad,Spinning Jenny,1994,Jonah's Ark,True
Skyclad,The Widdershins Jig,1991,The Wayward Sons of Mother Earth,True
Skyclad,Thinking Allowed?,1993,Jonah's Ark,True
Skyforger,Kurbads,2010,Kurbads,True
Skálmöld,Að vetri,2014,Með Vættum,True
Skálmöld,Gleipnir,2012,Börn Loka,True
Skálmöld,Gleipnir (Live),2015,Skálmöld & Sinfóníuhljómsveit Íslands (Live),True
Skálmöld,Kvaðning,2010,Baldur,True
Subway to Sally,Kleid aus Rosen,2003,Engelskrieger,True
Svartsot,Como Poden Per Sas Caulpas,2025,Peregrinus,True
Svartsot,Højen på Glødende Pæle,2011,Mulmets Viser,True
Svartsot,Midsommer,2010,Vældet,True
Svartsot,Simplicitas,2025,Simplicitas,True
Svartsot,Tarditas,2025,Tarditas,True
Trollfest,Brakebein,2006,Brakebein,True
Trollfest,Kaptein Kaos,2014,Kaptein Kaos,True
Turisas,Battle Metal,2004,Battle Metal,True
Turisas,Rasputin,2007,Rasputin (Single),True
Turisas,Stand Up and Fight,2011,Stand Up and Fight,True
Turisas,Ten More Miles,2013,Turisas2013,True
Turisas,To Holmgard and Beyond,2007,The Varangian Way,True
Tyr,Ragnarok,2006,Ragnarok,True
Týr,Blood of Heroes,2013,Valkyrja,True
Týr,By the Sword in My Hand,2006,By the Light of the Northern Star,True
Týr,Hold the Heathen Hammer High,2009,,True
Týr,Sinklars Vísa,2011,Land,True
Týr,Tróndur Í Gøtu,2009,By the Light of the Northern Star,True
Vintersorg,Efter Dis Kommer Dimma,2025,Efter Dis Kommer Dimma,True
Vintersorg,Malströmsbrus,2025,Malströmsbrus,True
Vintersorg,Störtsjö,2025,Störtsjö,True
Vintersorg,Till Fjälls,1998,Till fjälls,True
Waylander,Born to the Fight,1998,Reawakening Pride Once Lost,True
Waylander,King of the Fairies,1998,Reawakening Pride Once Lost,True
Wolfchant,A Pagan Storm,2007,A Pagan Storm,True
