Artist,Title,Year,Album,Validated
Foreigner,Waiting for a Girl like You,1981,Rock Dreams: Die Rockstars mit ihren sanften Superhits,True
Free,All Right Now,1970,Fire And Water,True
Genesis,That's All - 2007 Remaster,1983,Genesis (2007 Remaster),True
George Thorogood & The Destroyers,Bad To The Bone,1982,BAD TO THE BONE,True
George Thorogood & The Destroyers,"One Bourbon, One Scotch, One Beer",1986,Live,True
Ghost,Call Me Little Sunshine,2022,IMPERA,True
Ghost,Cirice,2015,Meliora,True
Ghost,Dance Macabre,2018,Prequelle,True
Ghost,Faith,2018,Prequelle,True
Ghost,From the Pinnacle to the Pit,2015,Meliora,True
Ghost,He Is,2015,Meliora,True
Ghost,Mary On A Cross,2022,[MESSAGE FROM THE CLERGY],True
Ghost,Rats,2018,Prequelle,True
Ghost,Spillways,2022,IMPERA,True
Ghost,Square Hammer,2016,Meliora (Deluxe Edition),True
Ghost,Year Zero,2013,Infestissumam,True
Grand Funk Railroad,We're An American Band - Remastered 2002,1973,We're An American Band (Expanded Edition / Remastered 2002),True
Guns N' Roses,Nightrain,1987,Appetite for Destruction,True
Guns N' Roses,Paradise City,1987,Appetite for Destruction,True
Guns N' Roses,Sweet Child o' Mine,1987,Appetite for Destruction,True
Guns N' Roses,Welcome to the Jungle,1987,Appetite for Destruction,True
Heart,Alone,1987,Bad Animals,True
Heart,Barracuda,1977,Little Queen,True
Heart,Crazy On You,1975,Dreamboat Annie,True
Huey Lewis & The News,The Power Of Love,2006,Ultime 80's,True
Janis Joplin,Me and Bobby McGee,1971,Pearl (Legacy Edition),True
Jefferson Airplane,Somebody to Love,1967,Surrealistic Pillow,True
Jefferson Airplane,White Rabbit,1967,Surrealistic Pillow,True
Jefferson Starship,Jane,1979,Freedom At Point Zero,True
Jethro Tull,Aqualung,1971,Tribute to J.S. Bach,True
Jethro Tull,Locomotive Breath,1971,Upper Darby,True
Jimi Hendrix,All Along the Watchtower,1968,Electric Ladyland,True
Jimi Hendrix,Little Wing,1967,Axis: Bold As Love,True
Joe Walsh,Life's Been Good,1978,"But Seriously, Folks...",True
Joe Walsh,Rocky Mountain Way,1973,"The Smoker You Drink, The Player You Get",True
John Mellencamp,Jack & Diane,1982,The 4th of July,True
Jon Bon Jovi,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",1990,Blaze Of Glory,True
Journey,Any Way You Want It,1980,Departure,True
Journey,Don't Stop Believin' (2022 Remaster),1981,Escape (2022 Remaster),True
Judas Priest,You've Got Another Thing Coming,1982,Compil Hard Rock,True
Kansas,Carry on Wayward Son,1976,Leftoverture (Expanded Edition),True
Kansas,Dust in the Wind,1977,Final Visions,True
KISS,Black Diamond,1974,Kiss,True
KISS,Detroit Rock City,1976,Destroyer,True
KISS,God of Thunder,1976,Destroyer,True
KISS,I Was Made For Lovin' You,1979,Dynasty,True
KISS,Love Gun,1977,Love Gun,True
KISS,Rock And Roll All Nite,1975,Dressed To Kill,True
KISS,Strutter,1974,Kiss,True
Korn,Freak On a Leash,1998,Follow The Leader,True
Led Zeppelin,Immigrant Song - Remaster,1970,Led Zeppelin III (Remaster),True
Led Zeppelin,Stairway to Heaven - Remaster,1971,Led Zeppelin IV (Deluxe Edition),True
"Lita Ford, Ozzy Osbourne",Close My Eyes Forever,1988,Lita,True
Living Colour,Cult of Personality (2023 Remaster),1988,Vivid (2023 Remaster),True
Loverboy,Working for the Weekend,1981,Get Lucky,True
Lynyrd Skynyrd,Free Bird,1973,Pronounced' Leh-'Nerd 'Skin-'Nerd,True
Lynyrd Skynyrd,Simple Man,1973,Pronounced' Leh-'Nerd 'Skin-'Nerd,True
Lynyrd Skynyrd,Sweet Home Alabama,1974,Endangered Species,True
Machine Head,Is There Anybody Out There?,2016,Is There Anybody Out There?,True
Manfred Mann's Earth Band,Blinded By The Light,1976,The Roaring Silence,True
Marilyn Manson,The Beautiful People,1996,Antichrist Superstar,True
Megadeth,Holy Wars...The Punishment Due - 2004 Remix,1990,Rust In Peace (2004 Remix / Expanded Edition),True
Megadeth,Tornado Of Souls - 2004 Remix,1990,Rust In Peace (2004 Remix / Expanded Edition),True
Men At Work,Down Under,1981,Business As Usual,True
Metallica,Nothing Else Matters,1991,Metallica,True
Mountain,Mississippi Queen,1970,Climbing!,True
Mr. Big,To Be With You - 2021 Remastered,1991,Lean Into It (30th Anniversary Edition),True
Mötley Crüe,Dr. Feelgood,1989,Dr. Feelgood,True
Mötley Crüe,"Girls, Girls, Girls",2000,The Dirt Soundtrack,True
Mötley Crüe,Home Sweet Home - feat. Dolly Parton,2025,Home Sweet Home (feat. Dolly Parton),True
Mötley Crüe,Kickstart My Heart,1989,Dr. Feelgood,True
Mötley Crüe,Looks That Kill,1983,Shout at the Devil,True
Mötley Crüe,Shout at the Devil,1983,Shout at the Devil,True
Nazareth,Hair Of The Dog,1995,Champions of Rock,True
Nazareth,Love Hurts,1975,Hair Of The Dog,True
Night Ranger,Sister Christian,1983,Midnight Madness,True
Ozzy Osbourne,"Mama, I'm Coming Home",1991,Don’t Blame Me,True
Ozzy Osbourne,No More Tears,1991,No More Tears,True
Pat Benatar,Hit Me With Your Best Shot,1980,Crimes Of Passion,True
Pat Benatar,We Belong,1984,Tropico,True
Pearl Jam,Even Flow,1991,Ten,True
Peter Frampton,"Baby, I Love Your Way - Live",1976,Frampton Comes Alive! (35th Anniversary Deluxe Edition),True
Peter Frampton,Show Me The Way,1975,Frampton,True
Poison,Every Rose Has Its Thorn - 2003 Remaster,1988,Open Up And Say...Ahh! (20th Anniversary Edition),True
Poison,Nothin' But A Good Time - Remastered 2006,1988,Open Up And Say...Ahh! (20th Anniversary Edition),True
Poison,Talk Dirty To Me,1986,Look What The Cat Dragged In - 20th Anniversary Edition,True
Quiet Riot,Cum On Feel the Noize,1983,Metal Health,True
Quiet Riot,Metal Health,1983,Metal Health,True
Rage Against The Machine,Bulls On Parade,1996,Evil Empire,True
Rage Against The Machine,Killing In The Name,1992,Going into Action,True
Rainbow,Long Live Rock 'n' Roll,1978,Long Live Rock 'n' Roll,True
Rainbow,Man on the Silver Mountain,1975,Ritchie Blackmore's Rainbow,True
Rainbow,Since You Been Gone,1979,Down To Earth,True
Rainbow,The Temple Of The King,2008,Greatest Hits,True
Ratt,Round and Round,1984,The Essentials: Ratt,True
REO Speedwagon,Can't Fight This Feeling,1984,Wheels Are Turnin',True
REO Speedwagon,Keep on Loving You,1980,Hi Infidelity (30th Anniversary Edition),True
Rick Springfield,Jessie's Girl,1981,Working Class Dog,True
Rob Zombie,Dragula,1998,Hellbilly Deluxe,True
Rob Zombie,Living Dead Girl,1998,Hellbilly Deluxe,True
Rush,Limelight,1981,Northern Heroes,True
Rush,The Spirit Of Radio,1980,Permanent Waves,True
Rush,Tom Sawyer,1981,Gangster of Boats,True
Scorpions,Big City Nights,1984,Love at First Sting,True
Scorpions,Blackout,1982,Blackout,True
Scorpions,In Search of the Peace of Mind,2025,From The First Sting,True
Scorpions,Mind Like A Tree,2025,Mind Like A Tree,True
Scorpions,No One Like You,1982,Blackout,True
Scorpions,Rock You Like a Hurricane,1984,Love at First Sting,True
Scorpions,Still Loving You,2011,Comeblack,True
Scorpions,The Zoo,1980,Animal Magnetism,True
Scorpions,Wind Of Change,1990,Crazy World,True
Scorpions,You & I,2025,You & I,True
Sepultura,Roots Bloody Roots,1996,Roots,True
Skid Row,18 and Life,1989,Skid Row,True
Skid Row,I Remember You,1989,Skid Row,True
Skid Row,Youth Gone Wild,1989,Skid Row,True
Slayer,Repentless,2015,Repentless,True
Soundgarden,Black Hole Sun,1994,Superunknown,True
Soundgarden,Fell On Black Days,1994,Superunknown,True
Soundgarden,Spoonman,1994,Superunknown,True
Steppenwolf,Born To Be Wild,1968,Steppenwolf,True
Steppenwolf,Magic Carpet Ride,1968,The Second,True
Steve Miller Band,Rock'n Me,1976,Fly Like An Eagle,True
Steve Miller Band,The Joker,1973,The Joker,True
Stevie Ray Vaughan,Pride and Joy,1983,The Last Child,True
Stone Temple Pilots,Interstate Love Song - 2019 Remaster,1994,Purple (2019 Remaster),True
Stone Temple Pilots,Plush,1992,Core,True
Styx,Babe,1979,Cornerstone,True
Styx,Come Sail Away,1977,The Grand Illusion,True
Styx,Renegade,1978,Pieces Of Eight,True
Survivor,"Burning Heart - From ""Rocky IV"" Soundtrack",1993,Survivor Greatest Hits,True
Survivor,The Search Is Over,1984,Vital Signs,True
Sweet,Fox On The Run,1974,Desolation Boulevard,True
Ted Nugent,Stranglehold,1975,Ted Nugent,True
Temple Of The Dog,Hunger Strike,1990,Temple Of The Dog,True
The Animals,Don't Let Me Be Misunderstood,1965,Animal Tracks,True
The Animals,House Of The Rising Sun,1964,The Animals,True
The Black Crowes,Hard To Handle,1990,Shake Your Money Maker,True
The Black Crowes,She Talks To Angels,1990,Shake Your Money Maker,True
The Cars,Just What I Needed,1978,The Cars,True
The Cult,Fire Woman,1992,Sonic Ceremonies,True
The Cult,She Sells Sanctuary,1985,Love,True
The Darkness,I Believe in a Thing Called Love,2003,Permission to Land,True
The Doors,Break on Through (To the Other Side),1967,The Doors,True
The Doors,People Are Strange,1967,Strange Days,True
The Edgar Winter Group,Free Ride,1998,Feel Good Rock: Songs You Know by Heart,True
The Georgia Satellites,Keep Your Hands to Yourself,1986,Georgia Satellites,True
The Guess Who,American Woman - 2024 Remaster,1970,Essential 70s Rock,True
The Guess Who,These Eyes,1969,Wheatfield Soul,True
The J. Geils Band,Centerfold,1981,Freeze Frame,True
The Knack,My Sharona,1979,Get The Knack,True
The Who,Baba O'Riley,1971,Who's Next (Deluxe Edition),True
The Who,Behind Blue Eyes,1971,Who's Next (Deluxe Edition),True
Thin Lizzy,Dancing In The Moonlight (It's Caught Me In It's Spotlight),1977,Live and Dangerous,True
Thin Lizzy,Jailbreak,1976,Jailbreak,True
Thin Lizzy,The Boys Are Back in Town,1976,Jailbreak,True
Thin Lizzy,Whiskey In The Jar,1972,Hifi Visionen: Best of Oldies,True
Three Dog Night,Joy To The World,1970,Naturally,True
Tom Petty,Free Fallin',1989,Full Moon Fever,True
Tom Petty and the Heartbreakers,Learning To Fly,1991,Into The Great Wide Open,True
Tom Petty and the Heartbreakers,Mary Jane's Last Dance,2008,Greatest Hits,True
TOTO,Africa,1982,Toto IV,True
Twisted Sister,I Wanna Rock,1984,Stay Hungry,True
Twisted Sister,We're Not Gonna Take It,1984,Stay Hungry,True
UFO,Doctor Doctor,1974,Phenomenon,True
UFO,Rock Bottom,1974,Phenomenon,True
Ugly Kid Joe,Cats In The Cradle,1992,America's Least Wanted,True
Uriah Heep,Easy Livin',1972,Demons and Wizards,True
Uriah Heep,Gypsy,1993,The Lansdowne Tapes,True
Van Halen,Ain't Talkin' 'Bout Love,1978,Van Halen,True
Van Halen,Panama,1984,1984,True
Van Halen,Runnin' with the Devil,1978,Van Halen,True
Velvet Revolver,Fall to Pieces,2004,Contraband,True
Velvet Revolver,Slither,2004,Contraband,True
Warrant,Cherry Pie,1990,Cherry Pie (Expanded Edition),True
Warrant,Heaven,1997,The 80's: Glam Rock,True
White Zombie,More Human Than Human,1995,"Astro Creep: 2000 Songs Of Love, Destruction And Other Synthetic Delusions Of The Electric Head",True
White Zombie,Thunder Kiss '65,1992,Resurrection Day,True
Whitesnake,Here I Go Again - 2018 Remaster,1987,Whitesnake (2018 Remaster),True
Whitesnake,Is This Love - 2018 Remaster,1987,Whitesnake (2018 Remaster),True
Whitesnake,Still of the Night - 2018 Remaster,1987,Whitesnake (2018 Remaster),True
Yes,Owner of a Lonely Heart,1983,90125 (Deluxe Version),True
Yes,Roundabout - 2003 Remaster,1971,100 Greatest 70s: Golden Oldies From The 70s,True
ZZ Top,La Grange (2005 Remaster),1973,Tres Hombres (Expanded 2006 Remaster),True
Scorpions,I'm Goin' Mad - 2026 Mix,2026,Lonesome Crow (2026 Mix),True
Thin Lizzy,She Knows,2025,Nightlife / Fighting,True
Thin Lizzy,She Knows - BBC Radio 1 John Peel Session / 1974,2025,,True
The Darkness,Mistletoe and Wine,2025,Mistletoe and Wine,True
Guns N' Roses,Nothin',2025,Nothin',True
Guns N' Roses,Atlas,2025,Atlas,True
Yes,Overture (Instrumental),2025,Fly From Here - Return Trip (Instrumental Edition),True
Def Leppard,Rejoice,2026,Rejoice,True
Black Label Society,Name In Blood,2026,Engines of Demolition,True
The Black Crowes,Profane Prophecy,2026,A Pound of Feathers,True
Night Ranger,Don't Tell Me You Love Me (2026),2026,Don't Tell Me You Love Me (2026),True
Yes,Aurora,2026,Aurora,False
Peter Frampton,Lions At The Gate,2026,Carry The Light,False
Peter Frampton,Buried Treasure,2026,Carry The Light,False
Firehouse,Midnight Gasoline,2026,Midnight Gasoline,False
Rob Zombie,F.T.W. 84,2026,The Great Satan,False
The Black Crowes,It's Like That,2026,It's Like That,False
Billy Idol,77,2025,Dream Into It,False
ZZ Top,It's Only Love,2026,Tejas,False
Ratt,Dance,2026,Dancin' Undercover,False
Mötley Crüe,Like a Virgin (Cover),2019,The Dirt Soundtrack,False
Mötley Crüe,Kiss The Sky (Unreleased Track),2026,Kiss The Sky (Unreleased Track),False
Billy Idol,Still Dancing,2025,Dream Into It,False
ZZ Top,"Tube Snake Boogie (From ""RAW: That Little Ol' Band From Texas"" Original Soundtrack)",2022,RAW (‘That Little Ol' Band From Texas’ Original Soundtrack),False
Jethro Tull,Songs and Horses (Songs from the Wood / Heavy Horses),2017,Jethro Tull - The String Quartets,False
Jethro Tull,Pass the Bottle,2017,Jethro Tull - The String Quartets,False
Jethro Tull,"Ring Out These Bells (Ring Out, Solstice Bells)",2017,Jethro Tull - The String Quartets,False
Cheap Trick,Twelve Gates,2025,All Washed Up,False
Cheap Trick,The Riff That Won't Quit,2025,All Washed Up,False
