Artist,Title,Year,Album,Validated
Pantera,Walk,1992,Vulgar Display of Power,True
Quiet Riot,Cum On Feel the Noize,1983,Metal Health,True
Quiet Riot,Metal Health,1983,Metal Health,True
Rainbow,Man on the Silver Mountain,1975,Ritchie Blackmore's Rainbow,True
Rainbow,Stargazer,1976,Rising,True
Rainbow,Gates of Babylon,1978,Long Live Rock 'n' Roll,True
Rainbow,Kill the King,1978,Long Live Rock 'n' Roll,True
Rainbow,Long Live Rock 'n' Roll,1978,Long Live Rock 'n' Roll,True
Riot,Swords and Tequila,1981,Fire Down Under,True
Riot,Thundersteel,1988,Thundersteel,True
Saxon,747 (Strangers in the Night),1980,Wheels of Steel,True
Saxon,Wheels of Steel,1980,Wheels of Steel,True
Saxon,Denim and Leather,1981,Denim and Leather,True
Saxon,Princess of the Night,1981,Denim and Leather,True
Scorpions,The Zoo,1980,Animal Magnetism,True
Scorpions,Blackout,1982,Blackout,True
Scorpions,No One Like You,1982,Blackout,True
Scorpions,Big City Nights,1984,Love at First Sting,True
Scorpions,Rock You Like a Hurricane,1984,Love at First Sting,True
Scorpions,Mind Like A Tree,2025,Mind Like A Tree,True
Scorpions,You & I,2025,You & I,True
Scorpions,In Search of the Peace of Mind,2025,From The First Sting,True
Slayer,Chemical Warfare,1984,Haunting the Chapel,True
Slayer,Hell Awaits,1985,Hell Awaits,True
Slayer,Angel of Death,1986,Reign in Blood,True
Slayer,Raining Blood,1986,Reign in Blood,True
Slayer,South of Heaven,1988,South of Heaven,True
Slayer,Seasons in the Abyss,1990,Seasons in the Abyss,True
Thin Lizzy,The Boys Are Back in Town,1976,Jailbreak,True
Thin Lizzy,Jailbreak,1976,Jailbreak,True
Twisted Sister,I Wanna Rock,1984,Stay Hungry,True
Twisted Sister,We're Not Gonna Take It,1984,Stay Hungry,True
UFO,Doctor Doctor,1974,Phenomenon,True
UFO,Rock Bottom,1974,Phenomenon,True
Uriah Heep,Easy Livin',1972,Demons and Wizards,True
Uriah Heep,Gypsy,1993,The Lansdowne Tapes,True
Van Halen,Ain't Talkin' 'Bout Love,1978,Van Halen,True
Van Halen,Runnin' with the Devil,1978,Van Halen,True
Van Halen,Panama,1984,1984,True
Venom,Black Metal,1982,Black Metal,True
Venom,jhunt si,2025,jhunt si,True
W.A.S.P.,I Wanna Be Somebody,1984,W.A.S.P.,True
