Artist,Title,Album,Year,Validated
Black Coffee feat. Bucie,Superman,Africa Rising,2010,True
Black Coffee feat. Nakhane Toure,We Dance Again,Pieces of Me,2015,True
Culoe De Song,Y.O.U.D.,Y.O.U.D.,2008,True
Osunlade,Momma's Groove,Elements Beyond,2007,True
Osunlade,Envision,Pyrography,2011,True
Peven Everett,Stuck,Power Soul,2002,True
Atjazz,It's Complete,Labfunk,1998,True
Fred Everything,Here (Now),Here (Now),2008,True
Miguel Migs,So Far,Those Things,2007,True
Blue Six,Music and Wine,Beautiful Tomorrow,2000,True
Blue Six,Sweeter Love,Beautiful Tomorrow,2007,True
Lisa Shaw,Let It Ride,Cherry,2005,True
Aquanote,True Love,The Pearl,2002,True
Kaskade,It's You It's Me,It's You It's Me,2003,True
Kaskade,Steppin' Out,In the Moment,2004,True
Kevin Yost,If She Only Knew,One Starry Night,1999,True
Kevin Yost,One Starry Night,One Starry Night,1998,True
DJ Sprinkles,Grand Central Part I (Deep Into the Bowel of House),Midtown 120 Blues,2009,True
Galcher Lustwerk,Put On,100% Galcher,2013,True
Ross From Friends,Talk to Me You'll Understand,Talk to Me You'll Understand,2015,True
Chaos In The CBD,Midnight in Peckham,Midnight in Peckham,2015,True
Folamour,Devoted to U,Devoted to U,2017,True
Peggy Gou,It Makes You Forget (Itgehane),Once,2018,True
Palms Trax,Equation,Equation,2013,True
Octo Octa,Adrift,Where Are We Going?,2017,True
