Artist,Title,Album,Year,Validated
Los Abuelos de la Nada,Tristeza de la Ciudad,Himno de mi corazón,1984,False
Los Auténticos Decadentes,Corazón,Mi vida loca,1995,True
Los Auténticos Decadentes,La Guitarra,Mi vida loca,1995,True
Los Auténticos Decadentes,Loco (tu forma de ser),El milagro argentino,1989,True
Los Auténticos Decadentes,Vení Raquel,El milagro argentino,1989,True
Los Enanitos Verdes,Amigos,Habitaciones extrañas,1987,False
Los Enanitos Verdes,Guitarras Blancas,Contrarreloj,1986,False
Los Enanitos Verdes,La Muralla Verde,Contrarreloj,1986,True
Los Enanitos Verdes,Lamento Boliviano,Big Bang,1994,True
Los Enanitos Verdes,Por el Resto,Amores lejanos,2002,False
Los Fabulosos Cadillacs,Mal Bicho,Rey azúcar,1995,True
Los Fabulosos Cadillacs,Matador,Vasos vacíos,1993,True
Los Pericos,Complicado y Aturdido,Pampas Reggae,1994,False
Los Pericos,Home Sweet Home,Yerba buena,1996,False
Los Pericos,Pupilas Lejanas,Pampas Reggae,1994,False
Los Pericos,Runaway,Pampas Reggae,1994,True
Los Pericos,Sin Cadenas,Mystic Love,1998,True
Los Piojos,El Farolito,3er Arco,1996,True
Los Piojos,Tan Solo,Azul,1998,False
Los Piojos,Todo Pasa,Chactuchac,1993,False
Los Piojos,Verano del 92,3er Arco,1996,True
Los Rodríguez,Sin Documentos,Sin documentos,1993,True
Los Tipitos,Brujería,Armando Camaleón,2004,True
Los Tipitos,Campanas en la Noche,Armando Camaleón,2004,True
Luis Alberto Spinetta,Seguir Viviendo Sin Tu Amor,Pelusón of Milk,1991,True
Mancha de Rolando,Arde la Ciudad,Animal humano,2003,False
Massacre,La Octava Maravilla,Ringo,2011,False
Miranda!,Don,Sin restricciones,2004,True
Pappo's Blues,El Hombre Suburbano,Pappo's Blues Vol.1,1971,True
Patricio Rey y sus Redonditos de Ricota,Ji Ji Ji,Oktubre,1986,True
Patricio Rey y sus Redonditos de Ricota,Jijiji,Oktubre,1986,True
Patricio Rey y sus Redonditos de Ricota,La Bestia Pop,Gulp!,1985,True
Patricio Rey y sus Redonditos de Ricota,Un Angel para tu Soledad,"Lobo suelto, cordero atado",1993,True
Patricio Rey y sus Redonditos de Ricota,Un Poco de Amor Francés,Bang! Bang!! Estás Liquidado,1989,False
Rata Blanca,El Reino Olvidado,El reino olvidado,2008,True
Rata Blanca,La Leyenda del Hada y el Mago,"Magos, espadas y rosas",1990,True
Rata Blanca,Mujer Amante,"Magos, espadas y rosas",1990,True
Ratones Paranoicos,Para Siempre,Electroshock,1999,False
Ratones Paranoicos,Rock del Gato,Enlace,1987,True
Soda Stereo,Cuando Pase el Temblor,Nada personal,1985,True
Soda Stereo,De Música Ligera,Canción animal,1990,True
Soda Stereo,En la Ciudad de la Furia,Doble vida,1988,True
Soda Stereo,Persiana Americana,Signos,1986,True
Soda Stereo,Trátame Suavemente,Soda Stereo,1984,True
Sui Generis,Rasguña las piedras,Confesiones de invierno,1973,True
Sumo,La Rubia Tarada,Divididos por la felicidad,1985,True
Sumo,Los Viejos Vinagres,Llegando los monos,1986,True
Tan Biónica,Ciudad Mágica,Destinología,2013,True
Turf,Loco un Poco,Siempre libre,1999,False
Turf,Magia,Para mí para vos,2004,True
Virus,Imágenes Paganas,Locura,1985,True
Virus,Pronta Entrega,Relax,1984,False
Virus,Una Luna de Miel en la Mano,Locura,1985,True
Virus,Wadu Wadu,Wadu Wadu,1981,True
Árbol,La Planta,La Planta (Single),2001,False
