Artist,Title,Album,Year,Validated
Slightly Stoopid,The Prophet,Meanwhile...Back at the Lab,2008,True
Slightly Stoopid,This Joint,Closer to the Sun,2003,True
Slightly Stoopid,Top of the World,Top of the World,2007,True
Slightly Stoopid,Wiseman,Live & Direct: Acoustic Roots,2003,True
SOJA,Bad News,Poetry in Motion,2017,True
SOJA,Born in Babylon,Born In Babylon,2009,True
SOJA,Everything Changes,Strength To Survive,2014,True
SOJA,I Believe,Amid the Noise and Haste,2012,True
SOJA,I Don't Wanna Wait,Born In Babylon,2009,True
SOJA,Not Done Yet,Strength To Survive,2017,True
SOJA,Rest of My Life,Syr Mahber,2012,True
SOJA,Shadow,Amid the Noise and Haste,2015,True
SOJA,True Love,Peace in a Time of War,2011,True
SOJA,You and Me,Born In Babylon,2009,True
Stick Figure,Angels Above Me,World on Fire,2019,True
Stick Figure,Breathe,Burial Ground,2014,True
Stick Figure,Coming Home,Burial Ground,2015,True
Stick Figure,Edge of the Ocean,World on Fire,2022,True
Stick Figure,Fire on the Horizon,Set in Stone,2012,True
Stick Figure,Paradise,Wisdom,2019,True
Stick Figure,Shelter,Burial Ground,2009,True
Stick Figure,Smoke Stack,Smoke Stack,2015,True
Stick Figure,Sound of the Sea,Set in Stone,2014,True
Stick Figure,Weight of Sound,Set in Stone,2012,True
Sublime,"April 29, 1992 (Miami)",Sublime,1992,True
Sublime,Badfish,Jah Won't Pay The Bills,1992,True
Sublime,Doin' Time,Sublime,1997,True
Sublime,Santeria,Sublime,1997,True
Sublime,What I Got,Sublime,1996,True
Sublime,Wrong Way,Sublime,1997,True
Sublime with Rome,Panic,Yours Truly,2011,True
Sublime with Rome,Take It or Leave It,Yours Truly,2019,True
The Aggrolites,Dirty Reggae,Dirty Reggae,2005,True
The Aggrolites,Free Time,Reggae Hit L.A.,2007,True
The Aggrolites,Reggae Hit L.A.,Reggae Hit L.A.,2008,True
The Dirty Heads,Dance All Night (feat. Matisyahu),Cabin by the Sea,2012,True
The Expendables,Bowl for Two,Gettin' Filthy,2007,True
The Expendables,Burning Up,Open Container,2015,True
The Expendables,Down Down,The Expendables,2013,True
The Expendables,"Down, Down, Down",The Expendables,2004,True
The Expendables,Get What I Need,Prove It,2012,True
The Expendables,Night Missions,Prove It,2017,True
The Expendables,Sacrifice,Gettin' Filthy,2004,True
The Expendables,Tight Squeeze,Gettin' Filthy,2012,True
The Green,Alive,The Green,2013,True
The Green,Love I,The Green,2010,True
The Green,My Baby,Discoteca Hits No. 1,2018,True
The Green,Wake Up,The Green,2013,True
The Holdup,Good Times,Stay Gold,2009,True
The Movement,Girl,Set Sail,2010,True
The Movement,Habit,Set Sail,2010,True
The Movement,Mexico,Set Sail,2007,True
The Movement,Throwdown,Set Sail,2015,True
The Police,Message in a Bottle,Reggatta De Blanc,1979,True
Tribal Seeds,Come Around,The Harvest,2012,True
Tribal Seeds,Moonlight,Representing,2017,True
Tribal Seeds,Rock the Night,Representing,2014,True
Tribal Seeds,The Garden,The Harvest,2014,True
Tribal Seeds,Vampire,The Harvest,2008,True
Tribal Seeds,Warning,The Harvest,2009,True
UB40,Can't Help Falling in Love,Promises And Lies,1993,True
UB40,Higher Ground,Promises And Lies,1993,True
UB40,Kingston Town,Labour Of Love II,1990,True
Ballyhoo!,Cerveza,Do It for the Money!,2010,True
The Dirty Heads,Lay Me Down,Any Port in a Storm,2010,True
