Artist,Title,Year,Album,Validated
Lady Gaga,Rain on Me,2020,Chromatica,True
Lil Nas X,Montero (Call Me by Your Name),2021,MONTERO,True
Lil Nas X,Old Town Road,2019,7,True
Lizzo,About Damn Time,2022,Special,True
Lizzo,Truth Hurts,2019,Cuz I Love You,True
Luis Fonsi,Despacito,2017,VIDA,True
Luis Fonsi,Échame la Culpa,2018,VIDA,True
Macklemore & Ryan Lewis,Can't Hold Us,2013,The Heist,True
Macklemore & Ryan Lewis,Thrift Shop,2013,The Heist,True
Major Lazer,Cold Water,2016,Cold Water (feat. Justin Bieber & MØ) - Single,True
Major Lazer,Lean On,2015,Peace Is the Mission,True
Mark Ronson,Nothing Breaks Like a Heart,2019,Late Night Feelings,True
Mark Ronson,Uptown Funk,2014,Uptown Special,True
Maroon 5,Girls Like You,2018,Red Pill Blues,True
Maroon 5,Moves Like Jagger,2011,Hands All Over (Deluxe Edition),True
Marshmello,Friends,2018,FRIENDS,True
Marshmello,Happier,2018,Happier,True
Meghan Trainor,All About That Bass,2014,Title (Deluxe),True
Meghan Trainor,Made You Look,2022,Takin' It Back,True
Miley Cyrus,Flowers,2023,Endless Summer Vacation,True
Miley Cyrus,Wrecking Ball,2013,Bangerz,True
Nicki Minaj,Super Bass,2011,Pink Friday,True
Olivia Rodrigo,Drivers License,2021,SOUR,True
Olivia Rodrigo,Vampire,2023,GUTS,True
OMI,Cheerleader,2015,Me 4 U,True
OMI,Hula Hoop,2015,Me 4 U,True
One Direction,Story of My Life,2013,Midnight Memories,True
One Direction,What Makes You Beautiful,2011,Up All Night,True
Pharrell Williams,Freedom,2015,Freedom,True
Pink,Just Give Me a Reason,2013,The Truth About Love,True
Pink,Raise Your Glass,2010,Raise Your Glass,True
Post Malone,Circles,2019,Hollywood's Bleeding,True
Post Malone,I Had Some Help,2024,F-1 Trillion,True
Psy,Gangnam Style,2012,Gangnam Style (강남스타일),True
Psy,Gentleman,2013,Psyyo's Music Adventures,True
Rihanna,Diamonds,2012,Unapologetic,True
Rihanna,We Found Love,2011,Talk That Talk,True
Robin Thicke,Blurred Lines,2013,Blurred Lines,True
Robin Thicke,Give It 2 U,2013,Blurred Lines,True
Sabrina Carpenter,Nonsense,2022,emails i can't send,True
Sabrina Carpenter,Please Please Please,2024,Short n' Sweet,True
Sam Smith,Stay With Me,2014,In The Lonely Hour,True
Sam Smith,Unholy,2022,Gloria,True
Selena Gomez,Hands to Myself,2016,Revival,True
Selena Gomez,Lose You to Love Me,2019,Rare,True
Shaboozey,A Bar Song (Tipsy),2024,"Where I've Been, Isn't Where I'm Going",True
Shakira,Girl Like Me,2021,Translation,True
Shakira,Waka Waka (This Time for Africa),2010,Sale el Sol,True
Shawn Mendes,Stitches,2015,Handwritten,True
Shawn Mendes,There's Nothing Holdin' Me Back,2017,Illuminate,True
Sia,Chandelier,2014,1000 Forms Of Fear,True
Sia,Cheap Thrills,2016,This Is Acting,True
Silento,Watch Me (Whip/Nae Nae),2015,Watch Me (Whip / Nae Nae),True
SZA,Kill Bill,2023,SOS,True
Teddy Swims,Lose Control,2024,I've Tried Everything But Therapy (Part 1),True
Teddy Swims,The Door,2024,I've Tried Everything But Therapy (Part 1),True
The Chainsmokers,Closer,2016,Closer,True
The Chainsmokers,Something Just Like This,2017,Memories...Do Not Open,True
The Weeknd,Blinding Lights,2020,After Hours,True
The Weeknd,Starboy,2016,Starboy,True
Tones and I,Dance Monkey,2019,The Kids Are Coming,True
Tones and I,Fly Away,2020,Welcome To The Madhouse,True
Twenty One Pilots,Heathens,2016,Heathens,True
Twenty One Pilots,Stressed Out,2015,Blurryface,True
Walk the Moon,One Foot,2017,What If Nothing,True
Walk the Moon,Shut Up and Dance,2014,TALKING IS HARD,True
Wiz Khalifa,Black and Yellow,2010,Rolling Papers,True
Wiz Khalifa,See You Again,2015,See You Again (feat. Charlie Puth),True
X Ambassadors,Renegades,2015,VHS,True
X Ambassadors,Unsteady,2016,VHS,True
Zara Larsson,Lush Life,2015,So Good,True
Zara Larsson,Symphony,2017,Symphony (feat. Zara Larsson),True
Zedd,Clarity,2013,Clarity,True
Zedd,The Middle,2018,The Middle,True
