Artist,Title,Album,Year,Validated
Horace Andy,Government Land,In The Light,1974,True
Horace Andy,Skylarking,Skylarking,1972,True
Israel Vibration,Cool and Calm,Strength of My Life,1979,True
Israel Vibration,Rudeboy Shufflin',The Same Song,1979,True
Israel Vibration,The Same Song,The Same Song,1976,True
Jacob Miller,Tenement Yard,Tenement Yard,1976,True
Jimmy Cliff,Many Rivers to Cross,"Wonderful World, Beautiful People",1970,True
Jimmy Cliff,Reggae Night,The Power And The Glory,1983,True
Jimmy Cliff,Sitting in Limbo,The Harder They Come (Original Motion Picture Soundtrack),1971,True
Jimmy Cliff,The Harder They Come,The Harder They Come (Original Motion Picture Soundtrack),1972,True
Jimmy Cliff,Vietnam,"Wonderful World, Beautiful People",1970,True
Jimmy Cliff,You Can Get It If You Really Want,The Harder They Come (Original Motion Picture Soundtrack),1970,True
John Holt,Ali Baba,Tonight at Treasure Isle,1969,True
John Holt,Stick By Me,Still In Chains/Holt...Plus,1971,True
John Holt,The Tide Is High,One Million Volts of Holt,1980,True
John Holt,Up Park Camp,Up Park Camp,1973,True
Johnny Nash,I Can See Clearly Now,I Can See Clearly Now,1972,True
Johnny Osbourne,Truths and Rights,Truths and Rights,1979,True
Junior Murvin,Police and Thieves,Police & Thieves,1976,True
Junior Murvin,Solomon,Police & Thieves,1977,True
Ken Boothe,Artibella,Freedom Street,1974,True
Ken Boothe,Everything I Own,Everything I Own,1974,True
Ken Boothe,Freedom Street,Freedom Street,1975,True
"Lee ""Scratch"" Perry & The Upsetters",Return of Django,I Am the Upsetter,1969,True
Linton Kwesi Johnson,Di Great Insohreckshan,Inglan Is A Bitch,1984,True
Linton Kwesi Johnson,Dread Beat an' Blood,Dread Beat And Blood,1978,True
Linton Kwesi Johnson,Independent Intavenshan,Forces Of Victory,1977,True
Linton Kwesi Johnson,Inglan Is a Bitch,Bass Culture,1980,True
Linton Kwesi Johnson,Sonny's Lettah,Forces Of Victory,1979,True
Max Romeo,Chase the Devil,War Ina Babylon,1976,True
Max Romeo,War Ina Babylon,War Ina Babylon,1976,True
Pablo Moses,I Man a Grasshopper,Revolutionary Dream,1978,True
Pablo Moses,"Ready, Aim, Fire",In the Future,1979,True
Peter Tosh,Brand New Second Hand,Legalize It,1979,True
Peter Tosh,Bush Doctor,Bush Doctor,1978,True
Peter Tosh,Don't Look Back,Bush Doctor,1978,True
Peter Tosh,Downpressor Man,Equal Rights,1976,True
Peter Tosh,Equal Rights,Equal Rights,1977,True
Peter Tosh,Johnny B. Goode,Mama Africa,1978,True
Peter Tosh,Legalize It,Legalize It,1976,True
Peter Tosh,Mystic Man,Mystic Man,1979,True
Peter Tosh,Steppin' Razor,Equal Rights,1977,True
Sister Nancy,Bam Bam,One Two,1982,True
Steel Pulse,Blues Dance Raid,True Democracy,1985,True
Steel Pulse,Can't Stand It,True Democracy,1980,True
Steel Pulse,Chant a Psalm,True Democracy,1984,True
Steel Pulse,Ku Klux Klan,Reggae Greats,1979,True
Steel Pulse,Roller Skates,True Democracy,1982,True
Steel Pulse,Sound System,True Democracy,1979,True
Steel Pulse,Steppin' Out,True Democracy,1978,True
Steel Pulse,Your House,True Democracy,1978,True
Sugar Minott,Good Thing Going,Wicked Ago Feel It,1981,True
The Abyssinians,Declaration of Rights,Satta Massagana,1969,True
The Abyssinians,Satta Massagana,Satta Massagana,1976,True
The Congos,Fisherman,Heart Of The Congos,1977,True
The Gladiators,Jah Works,Proverbial Reggae,1978,True
The Heptones,Book of Rules,Night Food,1973,True
The Melodians,Rivers of Babylon,Rivers Of Babylon,1970,True
The Mighty Diamonds,I Need a Roof,Right Time,1976,True
The Mighty Diamonds,Pass the Kouchie,Pass the Kouchie,1981,True
The Pioneers,Long Shot Kick De Bucket,The Best of The Pioneers,1969,True
Third World,96 Degrees in the Shade,25th Anniversary,1977,True
Third World,96° in the Shade,25th Anniversary,1977,True
Third World,Cool Meditation,Journey To Addis,1984,True
Third World,Forbidden Love,Serious Business,1988,True
Third World,Now That We Found Love,Journey To Addis,1978,True
Third World,Now That We've Found Love,Journey To Addis,1978,True
Third World,Reggae Ambassador,Serious Business,1980,True
Third World,Sense of Purpose,25th Anniversary,1978,True
Third World,Talk to Me,Reggae Greats,1980,True
Third World,Try Jah Love,25th Anniversary,1977,True
Toots & the Maytals,Beautiful Woman,Knockout,1974,True
Toots & the Maytals,Don't Trouble Trouble,Don't Trouble,1970,True
Toots & the Maytals,Funky Kingston,Funky Kingston,1973,True
Toots & the Maytals,Live It Up,Live in London,1973,True
Toots & the Maytals,Pomp and Pride,Funky Kingston,1970,True
Toots & the Maytals,Pressure Drop,Sweet And Dandy,1971,True
Toots & the Maytals,Reggae Got Soul,Reggae Got Soul,1976,True
Toots & the Maytals,Sweet and Dandy,Sweet And Dandy,1970,True
Toots & the Maytals,"Take Me Home, Country Roads",In The Dark,1970,True
Toots and the Maytals,54-46 Was My Number,In The Dark,1968,True
Toots and the Maytals,Monkey Man,Sweet And Dandy,1969,True
Toots and the Maytals,Pressure Drop,Sweet And Dandy,1970,True
U-Roy,Wake the Town,Version Galore,1970,True
UB40,Food for Thought,Signing Off,1980,True
UB40,I Got You Babe,Baggariddim,1985,True
UB40,Kingston Town,Labour Of Love II,1990,True
UB40,One in Ten,Present Arms,1981,True
UB40,Please Don't Make Me Cry,Labour Of Love,1983,True
UB40,Red Red Wine,Labour Of Love,1983,True
