Artist,Title,Year,Album,Validated
Eelke Kleijn,Mistakes I've Made,2014,Mistakes I've Made (Radio Edit),True
Eelke Kleijn,The Magician,2018,The Magician,True
Emancipator,Minor Cause,2013,Dusk to Dawn,True
Eric Prydz,Opus,2016,Opus,True
Forerunners,Lost in Translation,2012,Lost in Translation + Strange Days,True
Gareth Emery,Long Way Home,2014,Drive,True
Gareth Emery,Sansa,2011,Gareth Emery Mini Mix 1,True
Illenium,Crawl Outta Love,2017,Awake,True
Jan Blomqvist,Something Says,2018,Ink,True
Jan Blomqvist,The Space In Between,2016,Disconnected,True
Joris Voorn,Ringo,2013,Nobody Knows,True
Kaskade,4AM,2008,Love Mysterious,True
Kavinsky,Nightcall,2010,Nightcall,True
Kiasmos,Looped,2014,Kiasmos,True
Kiasmos,Swept,2015,Swept,True
Kidnap,After All,2018,Ashes,True
Kidnap,Moments,2015,Grow,True
Lane 8,Aba,2015,Aba,True
Lane 8,Atlas,2022,Little by Little,True
Lane 8,Clarify,2017,Little by Little,True
Lane 8,Fingerprint,2019,Fingerprint,True
Lane 8,Little Voices,2019,Little Voices,True
Lane 8,Midnight,2015,Midnight EP,True
Lane 8,Skin & Bones,2019,Little by Little,True
Lane 8,Sunday Song,2016,Brightest Lights,True
Lane 8,The Rope,2020,Brightest Lights,True
Luttrell,After All,2019,Into Clouds,True
Luttrell,Intergalactic Plastic,2016,Intergalactic Plastic EP,True
Luttrell,Into Clouds,2019,Into Clouds,True
Luttrell,Out of Me,2019,Into Clouds,True
Madeon,Finale,2012,Adventure,True
Marsh,Come Together,2022,Come Together / Naturish,True
Marsh,Eu Topos,2020,Eu Topos EP,True
Marsh,Lailonie,2020,The Anjunadeep Edition 327,True
Monolink,Father Ocean,2018,Amniotic,True
Nora En Pure,Birthright,2019,Birthright,True
Nora En Pure,Come With Me,2013,Come With Me,True
Nora En Pure,Lake Arrowhead,2016,Lake Arrowhead EP,True
OceanLab,On A Good Day,2009,Sirens Of The Sea,True
ODESZA,A Moment Apart,2017,A Moment Apart,True
ODESZA,Corners Of The Earth,2017,A Moment Apart,True
ODESZA,How Did I Get Here,2012,Summer's Gone,True
ODESZA,Late Night,2017,A Moment Apart,True
ODESZA,Sun Models,2014,In Return,True
Paul van Dyk,For An Angel,1998,45 RPM,True
Paul van Dyk,Home,2009,Seven Ways,True
Paul van Dyk,Nothing But You,2003,Reflections,True
Paul van Dyk,Time of Our Lives,2003,Reflections,True
Petit Biscuit,Sunset Lover,2015,Presence,True
Rüfüs Du Sol,Desert Night,2013,Atlas,True
Rüfüs Du Sol,Innerbloom,2015,Bloom,True
Rüfüs Du Sol,Sundream,2014,Atlas,True
Sasha,Vapour Trails,2004,Late Night Tales Presents Sasha: Scene Delete,True
Satin Jackets,Mirage,2016,Solar Nights,True
Solarstone,Late Summer Fields,2008,Rain Stars Eternal,True
Solarstone,Please,2012,Pure,True
Solarstone,Seven Cities,1999,A State Of Trance Classics - Mix 017: Solarstone,True
Solarstone,Solarcoaster,2002,"Solarstone Collected, Vol. 3",True
Solarstone & Jes,Like A Waterfall,2004,Disconnect,True
Solarstone & Orkidea,Slowmotion,2010,20Ximer,True
Tinlicker,Nothing Without You,2019,Nothing Without You,True
Tinlicker,Rebirth,2017,In Another Lifetime,True
Tinlicker & Helsloot,Because You Move Me,2017,Because You Move Me,True
Tourist,We Stayed Up All Night,2017,We Stayed Up All Night,True
Tycho,A Walk,2011,Dive,True
Tycho,Awake,2014,Awake,True
Tycho,Montana,2014,Awake,True
Yotto,A Very Cold DJ Set,2021,A Very Cold DJ Set (Anjunadeep),True
Yotto,Another Riff For The Good Times,2020,Another Riff For The Good Times / Daydreaming,True
Yotto,Aviate,2016,Aviate / Crosswalk,True
Yotto,Just Over,2020,Growth,True
Yotto,Kantsu,2016,Hyperfall,True
Yotto,Marisa,2017,Marisa,True
Yotto,North,2017,North,True
Yotto,Nova,2018,Nova,True
Yotto,Radiate,2019,Hyperfall,True
Yotto,Slowly,2018,Wondering EP,True
Yotto,The One You Left Behind,2016,Hyperfall,True
Yotto,Walls,2018,Hyperfall,True
Yotto,Wilderness Girl,2020,Wilderness Girl,True
Above & Beyond,Sun & Moon,2011,Group Therapy,False
Robert Miles,Children,1995,Dreamland,False
Gareth Emery feat. Christina Novelli,Concrete Angel,2012,Concrete Angel,False
Eric Prydz,Pjanoo,2008,Pjanoo,False
Tiësto,Adagio for Strings,2004,Just Be,False
