Artist,Title,Album,Year,Validated
Los Bukis,Tu Cárcel,,1986,True
Los Fabulosos Cadillacs,Matador,,1993,True
Los Prisioneros,Tren al Sur,,1990,True
Los Tres,Dejate Caer,,1991,True
Lucero,Veleta,,1990,True
Luis Fonsi,Despacito,,2017,True
Luis Miguel,La Incondicional,,1989,True
Magneto,Vuela Vuela,,1991,True
Manu Chao,Bongo Bong,,1998,True
Manu Chao,Desaparecido,,2001,True
Manu Chao,Me Gustas Tú,,2001,True
Manu Chao,Próxima Estación Esperanza,,2001,True
Maná,Bendita Tu Luz,,2006,True
Maná,Clavado en un Bar,,2006,True
Maná,Corazón Espinado,,1999,True
Maná,En el Muelle de San Blas,,1997,True
Maná,Justicia Tierra y Libertad,,1992,True
Maná,Labios Compartidos,,2002,True
Maná,Lluvia al Corazón,,2006,True
Maná,Mariposa Traicionera,,2002,True
Maná,Ojalá Pudiera Borrarte,,1997,True
Maná,Perdido en un Barco,,2002,True
Maná,Rayando el Sol,,1992,True
Maná,Vivir Sin Aire,,1997,True
Maná,Ángel de Amor,,2002,True
Marc Anthony,Ahora Quien,,2013,True
Marc Anthony,Flor Pálida,,2013,True
Marc Anthony,Tu Amor Me Hace Bien,,2013,True
Marc Anthony,Valió la Pena,,2004,True
Marco Antonio Solís,Si No Te Hubieras Ido,,1997,True
Marta Sánchez,Desesperada,,1993,True
Mecano,Hijo de la Luna,,1988,True
Miguel Bosé,Amante Bandido,,1984,True
Miguel Mateos,Cuando Seas Grande,,1986,True
Molotov,Gimme Tha Power,,1997,True
Natalia Lafourcade,En el 2000,,2003,True
Natalia Lafourcade,Hasta la Raíz,,2015,True
Natalia Lafourcade,Nunca Es Suficiente,,2017,True
OV7,Enloquéceme,,1999,True
Pandora,Como Te Va Mi Amor,,1985,True
Paulina Rubio,Algo Tienes,,2009,True
Paulina Rubio,Causa y Efecto,,2006,True
Paulina Rubio,Don't Say Goodbye,,2002,True
Paulina Rubio,El Último Adiós,,2004,True
Paulina Rubio,Mío,,2004,True
Paulina Rubio,Ni Una Sola Palabra,,2006,True
Paulina Rubio,Sexi Dance,,2004,True
Paulina Rubio,Te Quise Tanto,,2002,True
Paulina Rubio,Undeniable,,2002,True
Paulina Rubio,Y Yo Sigo Aquí,,2000,True
Plastilina Mosh,Niño Bomba,,1997,True
Reik,Me Niego,,2018,True
Ricardo Arjona,Como Duele,,2000,True
Ricardo Arjona,Dime Que No,,1998,True
Ricardo Arjona,El Problema,,2000,True
Ricardo Arjona,Historia de Taxi,,2008,True
Ricardo Arjona,Pingüinos en la Cama,,1998,True
Ricardo Arjona,Te Conozco,,2000,True
Ricky Martin,Asignatura Pendiente,,2003,True
Ricky Martin,Come to Me,,2005,True
Ricky Martin,Jaleo,,2003,True
Ricky Martin,La Copa de la Vida,,1998,True
Ricky Martin,Livin' la Vida Loca,,1999,True
Ricky Martin,Loaded,,2000,True
Ricky Martin,María,,1995,True
Ricky Martin,Nobody Wants to Be Lonely,,2000,True
Ricky Martin,Private Emotion,,1999,True
Ricky Martin,Shake Your Bon-Bon,,1999,True
Ricky Martin,She Bangs,,2000,True
Ricky Martin,Spanish Eyes,,2000,True
Selena,Como La Flor,,1992,True
Sentidos Opuestos,Fiesta,,1993,True
Shakira,Ciega Sordomuda,,1998,True
Shakira,Costume Makes the Clown,,2005,True
Shakira,Don't Bother,,2005,True
Shakira,Estoy Aquí,,1996,True
Shakira,Hips Don't Lie,,2005,True
Shakira,How Do You Do,,2005,True
Shakira,Illegal,,2005,True
Shakira,La Tortura,,2005,True
Shakira,Moscas en la Casa,,1998,True
Shakira,No Creo,,1998,True
Shakira,Ojos Así,,1998,True
Shakira,Poem to a Horse,,2005,True
Shakira,Ready for the Good Times,,2001,True
Shakira,Si Te Vas,,1996,True
Shakira,Suerte,,2001,True
Shakira,Te Dejo Madrid,,2005,True
Shakira,The One,,2001,True
Shakira,Underneath Your Clothes,,2001,True
Shakira,Whenever Wherever,,2001,True
Sin Bandera,Entra en Mi Vida,,2002,True
Sin Bandera,Que Me Alcance la Vida,,2003,True
Sin Bandera,Suelta Mi Mano,,2005,True
Sin Bandera,Te Vi Venir,,2001,True
Soda Stereo,De Música Ligera,,1990,True
Thalia,Arrasando,,2000,True
Thalia,Baby I'm in Love,,2002,True
Thalia,Cerca de Ti,,2000,True
Thalia,Entre el Mar y Una Estrella,,2000,True
Thalia,I Want You,,2002,True
Thalia,No Me Enseñaste,,2002,True
Thalia,Piel Morena,,1997,True
Thalia,Tú y Yo,,2002,True
Timbiriche,Con Todos Menos Conmigo,,1985,True
Virus,Wadu Wadu,,1981,True
Yuri,Maldita Primavera,,1981,True
